Front,Extra
" Metal branco, descoberto em 1807 e que, combinado com o oxigénio, dá a potassa pura.  {c1::potássio}","Exemplo: sfn|Kershaw|2008|p=782}} Consumia regularmente metanfetamina, barbitúrico, opiáceo e cocaína, bem como brometo de potássio, atropa belladona{{citar livro|título=A First-Rate Madness: Uncovering the Links Between Leadership and Mental Illness|ultimo=Ghaemi|primeiro=Nassir|editora=Penguin Publishing Group|ano=2011|local=Londres|páginas=190-191}}{{sfn|Porter|2013}} e hormonas."
lt;ref name=&quot;Butyrate synthesis pathways&quot; /&gt; Fibra solúvel é vendida como {c1::prebiótico} com promessas de bactéria intestinal “saudável”.,
 O mesmo que _diafragma_.  {c1::precórdio},Exemplo: lt;ref name=CREMESP/&gt; Ele deu entrada no Hospital São Luiz Gonzaga com um estilhaço metálico no precórdio e hemorragia interna.
 Acto de predispor ou de se predispor. Tendência; vocação.  {c1::predisposição},Exemplo: Nossa predisposição para o sucesso parece muito alta.
"Um relatório do Instituto de Medicina dos Estados Unidos (IOM) afirma: &quot;Os resultados relacionados ao câncer, doenças cardiovasculares, hipertensão, diabetes e síndrome metabólica, desempenho físico, funcionamento imunológico, distúrbios autoimunes, infecções, funcionamento neuropsicológico e {c1::pré-eclâmpsia} não poderiam ser associados de forma confiável com a ingestão de cálcio ou vitamina D e frequentemente eram conflitantes.",
 O mesmo que _precoce_; temporão.  {c1::prematuro},"Exemplo: lt;/ref&gt; O Comitê Olímpico Internacional respondeu as preocupações sobre o estado dos jogos de 2014, afirmando que &quot;é prematuro fazer juízos sobre a forma de como os eventos acontecem hoje para com um evento a ser realizado daqui a seis anos&quot;."
"Por exemplo, as ideias eugénicas de Francis Galton foram desenvolvidas para argumentar que o pool genético humano podia ser melhorado através de políticas de cruzamentos selectivos, incluindo incentivos para aqueles considerados como &quot;bom stock&quot; para se reproduzirem, e esterilização compulsória, testes pré-natais, controlo da natalidade e inclusive homicídio dos considerados &quot;mau stock&quot;.",
 O mesmo que _presbitismo_.  {c1::presbiopia},"Exemplo: lt;ref name=&quot;WHO2014&quot;/&gt; Os erros refrativos mais comuns são a miopia, hipermetropia, presbiopia e astigmatismo."
 Acto ou efeito de prescrever. Ordem expressa. Preceito; regra.  {c1::prescrição},"Exemplo: Sam Harris]] propôs que a prescrição moral (criar regras éticas) não é apenas uma questão a ser explorada pela filosofia, mas que podemos praticar significativamente uma ciência da moralidade."
"Fibra e {c1::probiótico}s auxiliam a digestão e a formação de uma microbiota intestinal saudável, protegendo de muitas doenças do trato digestivo.",
"lt;ref name=Carroll&gt;{{Citar periódico | autor=Carroll SB | titulo=Chance and necessity: the evolution of morphological complexity and diversity | jornal=Nature | volume=409 | numero=6823 | paginas=1102-09 | ano=2001 | pmid=11234024}} Por exemplo, a esmagadora maioria das espécies constitui-se de {c1::procarioto}s microscópicos, que são responsáveis por cerca de metade da biomassa do planeta, apesar de seu pequeno tamanho,{{Citar periódico | autor=Whitman W, Coleman D, Wiebe W | titulo=Prokaryotes: the unseen majority | url=http://www.",
"Fui {c1::proctologista} de pessoas da casa dele, de modo que eu sabia que aquele homem não era do bem.",
" Parte da Medicina, que tem por objecto as precauções contra certas enfermidades.  {c1::profilaxia}",Exemplo: Os atos registados em profilaxia/inoculações globais correspondem a vacinações praticadas nos centros de saúde.
"São exemplos membrana biológicas (fosfolipídios), gorduras e óleos, precursores de hormônios esteroides (tais como testosterona, {c1::progesterona} e estradiol) e de sais biliares, que atuam como detergentes, propiciando a absorção dos lipídios.",
" Acto ou efeito de prognosticar. Conjectura. Parecer do médico, acerca do seguimento e resultado de uma doença.  {c1::prognóstico}","Exemplo: A natureza das alterações morfológicas e sua distribuição nos diferentes tecidos influenciam o funcionamento normal e determinam as características clínicas, o curso e também o prognóstico da doença."
"A {c1::prolactina}, por exemplo, importante hormônio no metabolismo de muitos organismos, é extremamente conservada filogeneticamente.",
" Saída de um órgão ou de parte de um órgão, para fora do lugar normal: _prolapso do útero_.  {c1::prolapso}","Exemplo: Os sopros podem ser o resultado de valvulopatias causadas pelo estreitamento ou regurgitação de qualquer uma das principais válvulas, como é o caso da estenose aórtica, regurgitação mitral ou prolapso da válvula mitral."
rowspan=3 align=&quot;center&quot;|&quot;por suas descobertas sobre {c1::prostaglandina}s e substâncias biologicamente ativas relacionadas&quot;{{citar web|título=The Nobel Prize in Physiology or Medicine 1982|url=http://www.,
"Bromelina''' é um extracto contendo enzimas proteolíticas extraídas de plantas  da família Bromeliaceae, que inclui o ananás.",
"A popularização da dosagem da proteína C reativa (CRP) reduziu a importância da VHS como marcador de inflamação, pois a CRP também é uma proteína de fase aguda produzida pelo fígado.",
png|miniaturadaimagem|direita|Um segmento do {c1::proteoma}: interações proteína-proteína mediadas por proteínas humanas em uma única via de sinalização.,
" Diz-se dos animais, que têm a conformação mais rudimentar ou mais simples.  {c1::protozoário}","Exemplo: lt;ref name=moreira2013/&gt; O ceco é utilizado para fermentar o alimento ingerido, por meio de bactérias que que nele habitam (principalmente Firmicutes, Proteobacteria e pelo menos 17 espécies de protozoários)."
" Espécie de redoma pequena, para conter substâncias gasosas. Vaso cilíndrico ou cónico, convenientemente graduado, para medição de líquidos.  {c1::proveta}","Exemplo: também a cidade onde nasceu Ana Paula Caldeira, o primeiro bebê-de-proveta do Brasil."
 Comichão.  {c1::prurido},"Exemplo: Hipotensão, prurido."
"A hipocondria e a {c1::pseudociese} por exemplo teriam origem exclusivamente psíquica ou ainda as neurose vegetativas ou orgânicas (organo-neuroses), sejam elas respostas fisiológicas exageradas que acompanham os estados de tensão emocional ou como na concepção de Sándor Ferenczi (1873-1933) se originando na &quot;incapacidade&quot; de simbolização de conflitos através de sonhos e fantasias.",
"Encerrando vários artigos interessantes que enfocam as mais variadas facetas do tempo, enfocando-o sob diversos pontos de vista, desde o cotidiano até o científico, passando obviamente pelo fisiológico, {c1::psicossomático} e filosófico, a edição mostra-se como um bom ponto de partida para quem deseja situar-se sobre o assunto.",
 Doutrina das doenças mentais e do tratamento delas.  {c1::psiquiatria},"Exemplo: Segundo Elizabeth Haase, professora de psiquiatria na Universidade de Colúmbia, somente nos Estados Unidos espera-se que até 200 milhões de pessoas desenvolvam algum tipo de problema mental em decorrência das mudanças climáticas, e os autores de um estudo publicado na revista científica ''Lancet'' consideram que as doenças mentais estão entre as mais perigosas ameaças indiretas do aquecimento global."
 Doutrina das doenças mentais e do tratamento delas.  {c1::psiquiatria},"Exemplo: Segundo Elizabeth Haase, professora de psiquiatria na Universidade de Colúmbia, somente nos Estados Unidos espera-se que até 200 milhões de pessoas desenvolvam algum tipo de problema mental em decorrência das mudanças climáticas, e os autores de um estudo publicado na revista científica ''Lancet'' consideram que as doenças mentais estão entre as mais perigosas ameaças indiretas do aquecimento global."
" Idade, em que os indivíduos se tornam aptos para a procriação.  {c1::puberdade}",Exemplo: Assim que surgissem os sinais da puberdade o jovem era declarado adulto e a relação se rompia.
" Órgão, contido no peito, e com o qual se efetua a respiração; bofe.  {c1::pulmão}","Exemplo: Organelas são partes da célula que são adaptadas e/ou especializadas para realizar uma ou mais funções vitais, análogas aos órgãos do corpo humano, tais como o coração, pulmão e rim, com cada órgão exercendo uma função diferente."
 Acto ou efeito de pulsar.  {c1::pulsação},"Exemplo: Pode ser periódico e obedecer a uma pulsação definida ou uma estrutura métrica, mas também pode ser livre, não periódico e não estruturado (arritmia)."
" Substância corante, vermelho-escura, que se extraia dantes do múrice, substituido hoje pela cochinilha. Cor vermelha. Antigo tecido vermelho. Vestuário dos Reis. Dignidade real. Dignidade de alguns magistrados, que trajavam púrpura. Dignidade dos Cardeais, que usam vestes vermelhas. Espécie de moluscos. Doença, caracterizada por pequenas manchas purpúreas, produzidas por hemorragia sub-epidérmica.  {c1::púrpura}","Exemplo: Armas''' – Escudo de vermelho com uma taça de ouro realçada de púrpura, acompanhada de uma serpe alada e um leão batalhantes, ambos de ouro, e lampassados de púrpura."
"Psoríase pustulosa pode ser localizada, geralmente para as mãos e pés ({c1::pustulose} palmoplantar), ou generalizada com manchas espalhadas por qualquer partes do corpo.",
 Quarta parte da circunferência. Mostrador de relógio.  {c1::quadrante},"Exemplo: O cálculo diferencial e integral de Newton e Leibniz que seria a base da física clássica foi inspirado em um tratado publicado por Blaise Pascal sobre os senos num quadrante de um círculo onde buscou a integração da função seno, que também viria a ser a base da matemática moderna."
"Nas pessoas com propensão para a formação de {c1::quelóide}s, estas podem se manter, pelo que a consulta pré-operatória deve avaliar esse risco.",
As cores azuis são estruturais e têm origem numa camada fina e porosa de {c1::queratina}.,
" Acção atractiva ou repulsiva, exercida por certas substâncias sobre os microorganismos.  {c1::quimiotaxia}","Exemplo: Em agosto de 2020, os cientistas descreveram uma forma como as células — em particular as células de um fungo viscoso e células derivadas do câncer de pâncreas de camundongo — são capazes de navegar com eficiência e identificar as melhores rotas em labirintos complexos,{{Citar jornal|url=https://olhardigital."
 Décima oitava letra do alfabeto português. Abrev. de _reprovação_.  {c1::r},Exemplo: script=sci_arttext&amp;pid=S2175-80262017000300047|titulo=Aprendizagem do Português por imigrantes Haitianos: Percepção das Consoantes Liquidas l e r|autor=Susiele Machry da Silva|data=10-07-2017|publicado=Scielo|acessodata=13-04-2020}} em algumas ilhas do Caribe{{citar web|url=https://www.
" Estudo científico dos raios luminosos, especialmente dos raios X.  {c1::radiologia}","Exemplo: As profissões médicas exigem conhecimentos aprofundados de anatomia, sobretudo no caso dos cirurgiões e em especialidades de diagnóstico, como na histopatologia e na radiologia."
 Tratamento terapêutico pelos raios X.  {c1::radioterapia},"Exemplo: Destaca-se por possuir o serviço de radioterapia, fundamental na oncologia ginecológica."
"Fontes de raio-X notáveis incluem binário de raio X, pulsares, remanescentes de supernovas, galáxias elípticas, aglomerados de galáxias e núcleos galácticos ativos.",
 Acto ou efeito de reabilitar. Reaquisição de boa fama ou crédito.  {c1::reabilitação},"Exemplo: De acordo com o ICMBio, no dia 11 de junho de 2022 8 ararinhas-azuis, que estavam em reabilitação no Refúgio da Vida Silvestre da Ararinha-azul, foram soltas na natureza."
 Acto ou efeito de reabsorver.  {c1::reabsorção},Exemplo: Cada nefrónio é composto de um componente filtrante inicial (o &quot;corpúsculo renal&quot;) e um túbulo especializado para a reabsorção e secreção (o &quot;túbulo renal&quot;).
"No estudo da Bioquímica diversos são os instrumentais de análise, em especial instrumentos e técnicas químicas, bioquímicas e biofísicas, tais como eletroforese, cromatografia (em especial HPLC/CLAE e gasosa), espectrofotometria, {c1::reação em cadeia da polimerase} (PCR), plasmídeos e tecnologia do DNA recombinante (engenharia genética),ensaios enzimáticos,   espectrometria de massas, ressonância magnética nuclear, ensaios de fluorescência (espectroscopia de fluorescência por exemplo), calorimetria de titulação isotérmica (ITC), biorreatores, ensaios de ligação de biomoléculas (Western Blot, ELISA), dicroísmo circular, PCR quantitativo, bioinformática, Sohxlet, destilação, centrifugação, Kjeldalhl, Demanda química de oxigênio (DQO), meios de cultura, entre outros que podem ser vistas nesta listagem: técnicas de laboratório.",
 Que recebe.  {c1::receptor},Exemplo: O contato direto célula-célula ocorre quando um receptor em uma célula se liga a uma molécula que está ligada à membrana de outra célula.
 Recaída numa enfermidade.  {c1::recidiva},"Exemplo: Bem como a organização de ajuda humanitária para as vítimas de fome e de surtos de cólera em 1892, ele passou a construir três escolas, um corpo de bombeiros e uma clínica médica, e a doar seus serviços médicos aos camponeses que viviam a quilômetros dali, apesar das frequentes recidivas de sua tuberculose."
 Acto ou efeito de reconstruir.  {c1::reconstrução},"Exemplo: Sfn|Corrêa|2014|p=129}} Para os anarquistas, o sujeito revolucionário deve ser criado em um processo longo, que exige a construção e reconstrução dos tecidos sociais, mobilizações, lutas, derrotas e vitórias; elementos objetivos e subjetivos, racionais e emocionais, não estando esse sujeito determinado ''a priori''; dentro da concepção anarquista, ele se forja historicamente, dentro dos processos de luta das classes dominadas contra as classes dominantes."
 Acto ou efeito de recuperar.  {c1::recuperação},"Exemplo: Bloomberg School of Public Health, Johns Hopkins University, 04/05/2008 A recuperação das nações pobres atingidas por desastres tão graves às vezes leva anos, só para em pouco tempo serem sujeitas a novos desastres, muitas delas estando localizadas em áreas naturalmente propensas a eles, como no sudeste asiático e no Caribe."
O {c1::refluxo vesicoureteral} refere-se ao refluxo de fluido da bexiga para os ureteres.,
" Acto ou efeito de regenerar. Partido politico português, formado em 1851.  {c1::regeneração}","Exemplo: Em 1833, com a reforma administrativa do Governador Bernardo Lobo de Souza, Mazagão perde o ''status'' de vila e é anexado a Macapá, sob o novo nome de &quot;Regeneração&quot;."
 Que pode regenerar.  {c1::regenerativo},"Exemplo: No SAF regenerativo, a maior quantidade e diversidade de biomassa permitem uma reciclagem e renovação de constante através de podas seletivas e introdução de espécies de modo a preservar a regeneração natural e/ou adensada."
 Acto ou efeito de regular.  {c1::regulação},"Exemplo: O capitalismo Laissez-faire abraça a noção de que os homens devem trocar bens e serviços, sem regulação, apenas com base no valor pelo valor."
"O tratamento de primeira linha é a terapia de {c1::reidratação} oral, em que os líquidos perdidos são repostos por soluções salinas e ligeiramente doces.",
"lt;ref name=&quot;:7&quot; /&gt; Se a cirurgia for considerada, geralmente envolve a recolocação dos ureteres em um local diferente na bexiga e a extensão da parte do ureter que está dentro da parede da bexiga, sendo a opção cirúrgica mais comum o {c1::reimplante} trigonal cruzado de Cohen.",
 Acto ou efeito de rejeitar.  {c1::rejeição},"Exemplo: lt;/ref&gt;{{Fonte melhor}} A partir dessas premissas, os anarcocapitalistas derivam como consequência lógica a rejeição total do Estado — como uma instituição que exerce o monopólio do poder sobre os habitantes de determinada região (em geral: país/nação/reino), onde seus representantes de governo afirmam ser legítimo — e a adoção da livre iniciativa, onde as agências privadas ofereceriam um mercado de serviços — empréstimos e segurança pública incluídos — para os indivíduos."
 O mesmo que _relaxação_.  {c1::relaxamento},"Exemplo: Embora tenha se apresentado em público para concertos de caridade e como um representante da Liga das Nações, Einstein não tocou principalmente para os espectadores, mas para se divertir com amigos — ou sozinho, para relaxamento e inspiração."
A ECT é administrada sob anestesia com um {c1::relaxante muscular}.,
" Aquilo que pode causar uma mudança salutar no organismo em geral ou num órgão especial. Aquilo que cura, ou a que se atribue a faculdade de curar. Expediente. Auxílio. Emenda.  {c1::remédio}",Exemplo: Esta teoria defendia a ideia de que cultura mais próxima do estado &quot;natural&quot; serviria de remédio aos males da civilização.
 Acto ou efeito de remittir. Falta de rigor. Indulgência; perdão: _a remissão dos pecados_. Interrupção. Desânimo. Froixidão. Remessa. Decrescimento temporário dos sintomas de uma doença. Remittência. Diminuição de intensidade.  {c1::remissão},"Exemplo: quote = E esta comida é chamada entre nós ''Eukharistia'' [a Eucaristia], da qual ninguém pode participar, exceto o homem que acredita que as coisas que ensinamos são verdadeiras e que foi lavado com a lavagem que é para a remissão dos pecados e para a regeneração, e que está vivendo como Cristo ordenou."
 Relativo aos rins.  {c1::renal},"Exemplo: jstor=1549093 |vauthors=Gribble N, Reynolds K |volume=13}}{{Citar periódico |título=Characterization of the Renal Portal System of the Common Green Iguana (Iguana iguana) by Digital Subtraction Imaging |periódico=Journal of Zoo and Wildlife Medicine |número=2 |ano=1999 |paginas=235–241 |pmid=10484138 |vauthors=Benson KG, Forrest L |volume=30}}{{Citar web|url=https://www."
Uma equipe liderada por Alberto Taquini e Eduardo Braun-Menéndez descobriu a angiotensina em 1939 e foi o primeiro a descrever a natureza enzimática do sistema {c1::renina}-angiotensina e seu papel na hipertensão.,
As mulheres que fazem terapia de {c1::reposição hormonal} têm um maior risco de desenvolver cânceres associados a esses hormônios.,
 Acto ou efeito de reproduzir.  {c1::reprodução},"Exemplo: Porém, segundo os dicionários Priberam, Aulete e Michaelis, em português &quot;antropogênico&quot; refere-se especificamente à antropogênese, a geração e reprodução humanas e às origens e desenvolvimento do homem como espécie[http://www."
"O mapeamento da {c1::reserva ovariana} de uma mulher, dinâmica folicular e biomarcadores associados podem dar um prognóstico individual sobre as chances futuras de gravidez, facilitando uma escolha informada de quando ter filhos.",
"html Eficácia da sibutramina na redução da {c1::resistência insulínica} e no controle glicêmico de pacientes obesos] Assim, o médico faz uma avaliação do tratamento para decidir a dose que o paciente deve receber (iniciando com uma dose de 10&amp;nbsp;mg) ou se irá descontinuá-lo, de acordo com a perda de peso durante o tratamento.",
 Acto ou efeito de respirar. Ambiente. Bafo.  {c1::respiração},"Exemplo: Como não possuem glândulas sudoríparas, o excesso de calor é dissipado pela respiração rápida que, em algumas espécies, pode chegar às 300 respirações por minuto."
" Operação cirúrgica, que consiste em cortar uma parte, mais ou menos extensa, de um órgão.  {c1::ressecção}","Exemplo: A ressecção cirúrgica pode ser feita com técnicas, como a incisão e sutura simples, ou com técnicas mais sofisticadas como a zetaplastia."
"Nos últimos séculos, os métodos de observação evoluíram de forma significativa, desde a dissecação de carcaças e cadáveres até às técnicas modernas de imagiologia médica, entre as quais radiografia, ecografia e {c1::ressonância magnética}.",
 Acto ou efeito de restaurar. Conserto; renovação: _restauração de um quadro_. Restabelecimento. Reacquisição da independencia nacional. Restabelecimento de uma dinastia.  {c1::restauração},"Exemplo: In: ''Britannia'', 1972; (3):182–208 Em 122 foi à Hispânia, passando o inverno em Tarraco, onde supervisionou a restauração do Templo de Augusto."
 Acto ou efeito de reter. Demora; detenção. Reserva. Retentiva. Cárcere privado. Acumulação de substâncias nas cavidades orgânicas donde normalmente são expelidas: _retenção de urinas_.  {c1::retenção},"Exemplo: Por efeito estufa entende-se a retenção de calor pela atmosfera, impedindo-o de se dissipar no espaço."
"O núcleo é expelido durante o processo de diferenciação de um eritroblasto em um {c1::reticulócito}, o precursor imediato dos eritrócitos maduros.",
" A mais interior membrana do olho, em que se formam as imagens, e que transmite a percepção ao cérebro por intermédio do nervo óptico.  {c1::retina}",Exemplo: lt;ref name = &quot;Gill&quot;/&gt; A retina das aves tem um sistema irrigatório próprio denominado pécten ocular.
"L'esperance|Francis L'Esperance]], para tratar uma {c1::retinopatia} em fevereiro de 1968.",
"Alguns vírus (por exemplo, os {c1::retrovírus}) têm RNA como seu material genético, mas eles não possuem célula, então não precisamos citá-los.",
" Dores, que têm a sua sede principal nos músculos e articulações, sem febre nem carácter inflamatório.  {c1::reumatismo}",Exemplo: Reumatologia]] &amp;#x2013; ramo da medicina que se ocupa do diagnóstico e tratamento das doenças reumáticas .
"Revista Brasileira de Reumatologia,http://www.",
"Revista Brasileira de Reumatologia,http://www.",
"Mais tarde naquela semana, em seu 68º aniversário, ele foi submetido a uma cirurgia quádrupla de {c1::revascularização} do miocárdio no Centro Médico da UCLA.",
 Inflamação da mucosa do nariz.  {c1::rinite},"Exemplo: Podem apresentar-se de forma sistêmica, envolvendo múltiplos órgãos, ou de modo mais restrito como na urticária e na rinite alérgica."
" Operação cirúrgica, com que se substitue artificialmente o nariz ou parte do nariz.  {c1::rinoplastia}",Exemplo: Ele se especializou em cirurgia plástica estética e até documentou uma operação de rinoplastia aberta.
" O mesmo que [[risca:1]]. Delineamento, traçado: _fazer o risco de um edifício_. Debuxo.  {c1::risco}","Exemplo: Inicialmente distraído por sua beleza, ele não lutou de maneira tão intensa quanto de costume; ao perceber, no entanto, que sua distração estava colocando em risco sua vida, devido às habilidades de combate da rainha guerreira, concentrou-se novamente e conseguiu matá-la."
Redução do {c1::risco cirúrgico} (IMC extremo com doenças associadas).,
rowspan=3 align=&quot;center&quot;|&quot;por suas descobertas de mecanismos moleculares que controlam o {c1::ritmo circadiano}&quot;{{citar web|título=The Nobel Prize in Physiology or Medicine 2017|url=http://www.,
Harvref|Herges|2005}} Os métodos híbridos que combinam dinâmica molecular com cálculo de mecânica quântica têm permitido a exploração dos estados eletrónicos das {c1::rodopsina}s.,
 Acto ou efeito de romper. Interrupção. Violação de contrato ou acordo. Quebra ou corte de relações sociais.  {c1::ruptura},"Exemplo: Nature News'', 09/09/2021 e pela primeira vez foram feitas avaliações das possibilidades de pontos de ruptura no clima global levando a mudanças catastróficas no sistema do clima."
 O açúcar comum.  {c1::sacarose},"Exemplo: São exemplos glicose, frutose,pentose, sacarose  lactose, amido."
As condições malignas requerem uma histerectomia abdominal total com {c1::salpingectomia} (retirada de trompas) e ooforectomia (retirada de ovários) de ambos lados.,
" Estabelecimento ou residência, apropriada para doentes ou convalescentes.  {c1::sanatório}","Exemplo: harvref|Cheniaux|2022|p=67}} Uma carta escrita em 1931 por um médico no sanatório de Orthez para um amigo do aeronauta o descreve como &quot;sofrendo de melancolia ansiosa com ilusões de culpa, culpa imaginária e a espera por punição."
"A manifestação clássica da trombocitopenia sintomática (menor que 50,000/mm3) é o {c1::sangramento}.",
 Relativo ao sangue. Que tem cor de sangue. Em cujo temperamento predomina o sangue. Sanguinolento; sanguinário.  {c1::sanguíneo},"Exemplo: No verão de 1950, seus médicos descobriram que um aneurisma — um vaso sanguíneo fraco — em sua aorta abdominal estava ficando maior."
 Relativo à saúde; relativo à higiene: _policia sanitária_.  {c1::sanitário},"Exemplo: lt;ref name=saude2009/&gt; Ainda em 2009, 83,05% da população amazonense tinha acesso à rede de água, enquanto 58% tinha acesso à rede de esgoto sanitário."
 Acto ou efeito de saponificar.  {c1::saponificação},"Exemplo: A catálise por base tem o inconveniente da reação de saponificação, formando o sal do ácido carboxílico."
" Tumor ou excrescência mórbida, com a consistência da carne.  {c1::sarcoma}","Exemplo: lt;/ref&gt; E em 1911, Peyton Rous transmitiu um tumor maligno de uma galinha para outra, descobrindo o vírus do sarcoma de Rous, e demonstrando que o câncer poderia ser transmitido por um vírus."
 Acto ou efeito de saturar.  {c1::saturação},"Exemplo: População residente, total, urbana total e urbana na sede municipal, em números absolutos e relativos, com indicação da área total e densidade demográfica, segundo as Unidades da Federação e os municípios – 2010|data=2010|publicado=Instituto Brasileiro de Geografia e Estatística|acessodata=16 de janeiro de 2014}} Isso não se deve à área do município, mas à saturação das áreas disponíveis, o que tem incentivado fortemente a verticalização das construções no município e a especulação imobiliária nas cidades da região metropolitana mais próximas da capital, como Nova Lima, Santa Luzia e Contagem, entre outras."
" Estado do que é são, ou de quem tem as funções orgânicas no seu estado normal. Vigor. Boa ou má disposição no organismo de um indivíduo. Saudação, brinde, acto de se beber à mesa em homenagem ou lembrança afetuosa de alguém: _ao jantar, houve muitas saúdes_.  {c1::saúde}","Exemplo: lt;ref name=&quot;Enciclopédia Delta Universal 427&quot;/&gt; Os Estados Unidos enviaram vários profissionais das áreas tecnológicas à América Latina para ajudá-la a desenvolver seus sistemas de agricultura, indústria e educação, e a melhorar os serviços de saúde."
" Propriedade dos tecidos orgânicos, em virtude da qual saem da substância deles as moléculas interiores que, segundo a sua natureza, são expelidas ou reabsorvidas ou fixadas nas cavidades do organismo. Substância segregada.  {c1::secreção}","Exemplo: A única glândula cutânea é a glândula uropigial perto da base da cauda, que produz uma secreção oleosa as aves usam para impermeabilizar as penas."
 Acto de sedar.  {c1::sedação},"Exemplo: Desenvolve tolerância em relação aos efeitos de euforia, de depressão respiratória, analgesia, sedação, vômitos e alterações hormonais."
 Hábitos sedentários.  {c1::sedentarismo},Exemplo: Estudos sobre a transição de sociedades caçadoras-coletoras para sociedades agrícolas indicam um período inicial de intensificação e aumento do sedentarismo; exemplos são a cultura natufiana no Levante e o neolítico chinês primitivo na China.
 Acto de segmentar.  {c1::segmentação},"Exemplo: Os insetos possuem corpos segmentados suportados por um exosqueleto rígido, constituído principalmente por quitina."
Este tipo de síncope pode também ocorrer quando é pressionada uma área do pescoço denominada {c1::seio carotídeo}.,
 Semente. Esperma.  {c1::sêmen},"Exemplo: Por meio desses microscópios simples observou e descreveu detalhadamente a partir de 1674 diversos tipos de materiais biológicos, como protozoários, embriões de plantas, glóbulos vermelhos do sangue e espermatozoides presentes no sêmen de animais."
" Que tem sementes, ou que produz sémen.  {c1::seminífero}","Exemplo: Todo o processo da espermatogênese é sustentado pelas células de Sertoli, que revestem o túbulo seminífero, nutrindo os espermatidíos."
" Qualidade do que é sensível. Propriedade de certas partes do sistema nervoso, pela qual os homens e os animais percebem as impressões causadas por objectos exteriores, ou produzidas interiormente. Impressionabilidade; susceptibilidade. Precisão, com que certos instrumentos ou aparelhos indicam a menor diferença ou alteração.  {c1::sensibilidade}","Exemplo: Enquanto Aquiles lamentava a morte de tão rara beleza, um notório tumultuador grego, chamado Térsites, começou a rir e caçoar dele, sugerindo que o herói estaria apaixonado pela falecida; perturbado com tamanha falta de sensibilidade e de respeito, Aquiles socou Térsites no rosto com fúria, matando-o imediatamente."
"Renato Russo faleceu no dia 11 de outubro de 1996, às 01h15 da madrugada, de doença pulmonar obstrutiva crônica, {c1::septicemia} e infecção urinária — consequências da AIDS (Renato era soropositivo desde 1989, mas nunca assumiu publicamente a doença).",
 Que causa putrefacção.  {c1::séptico},"Exemplo: url=}} O uso em larga escala destes antibióticos no tratamento de doenças bacterianas, como a tuberculose, sífilis, lepra, e muitas outras, começou no início do {{séc|XX}} e continua a desempenhar um papel principal na quimioterapia antibacteriana."
A {c1::septoplastia} é uma operação cirúrgica que ajuda a aliviar uma condição comum que pode levar a dificuldades respiratórias e problemas para dormir.,
"Em 1975 foi a vez de destacar as pesquisas sobre o {c1::sequenciamento} de DNA, sendo Allan Maxam, Walter Gilbert e Frederick Sanger os principais cientista envolvidos nestas pesquisas.",
" Bomba portátil, que atrai e expele o ar e os líquidos, e que serve especialmente para introduzir líquidos nas cavidades interiores do corpo.  {c1::seringa}","Exemplo: O médico acalmou-o, pegou uma seringa, deu-lhe uma injeção de cânfora, e pediu champanhe."
"Em comum com o homem ele tem  reações serológicas (ou sanguíneas) análogas, a possibilidade de enxerto testicular e a semelhança das circunvoluções do cérebro.",
"Para a farmacologia, do ponto de vista bioquímico, ele denota a substância como um alterador da percepção e da cognição que age sobre os receptores de {c1::serotonina}, igual o LSD.",
"lt;ref name=&quot;Joiner2016&quot; /&gt; Normalmente, não são necessárias investigações adicionais; no entanto, a {c1::sialografia}, a ultrassonografia e a tomografia computadorizada podem mostrar ar na glândula parótida e no ducto.",
 O mesmo ou melhor que _síndroma_.  {c1::síndrome},"Exemplo: Epidemias recentes de gripe aviária, Vírus Ebola e síndrome respiratória aguda grave, que custaram muitas vidas e enormes recursos financeiros, são exemplo dramáticos de zoonoses que provavelmente se tornarão mais frequentes, e sob certas circunstâncias podem degenerar em perigosas pandemias."
 Inflamação das membranas sinoviais.  {c1::sinovite},"Exemplo: Doenças inflamações''': artrites, sinovite, meningite, doenças inflamatórias intestinais."
" Fenómeno das funções ou da constituição material dos órgãos, próprio para indicar a natureza, existência ou sede de uma enfermidade.  {c1::sintoma}","Exemplo: harvref|Cheniaux|2022|p=66|loc=Other possible psychiatric manifestations}} Santos Dumont teria desenvolvido depressão em 1910, predatando o uso do avião na guerra, o que, de acordo com o artigo citado, indicaria que seu sentimento de culpa fosse um sintoma em vez da causa."
"As aves possuem também um órgão único entre os animais, a {c1::siringe}, que lhes permite produzir os cantos e chamamentos.",
"Imunologia]] — estuda a estrutura e função do {c1::sistema imunológico}, imunidade inata e adquirida, distinção corporal e técnicas laboratoriais envolvendo a interação de antígenos com anticorpos específicos.",
" Estado do coração, em que as fibras musculares deste órgão estão contraidas.  {c1::sístole}","Exemplo: Durante a sua ação, a bebida provoca aumento do diâmetro pupilar, da frequência respiratória, da pressão arterial, tanto diastólica quanto sistólica; e aumenta drasticamente as respostas neuroendócrinas para prolactina,cortisol e hormônio do crescimento plasmático."
